Loyalty_Number,Customer_Name,Loyalty_Tier,Loyalty_Discount
1003612,"fealty, catie",Bronz,
1003618,"eves, henrie",,
1003620,"karpf, hartwell",,
1003621,"fillgate, robinett",,
1003626,"aleksandrev, sherline",Bronz,
1003629,"scone, donaugh",,
1003631,"kenion, ignacio",,
1003634,"henzer, donia",Bronz,
1003637,"coldbreath, randee",,
1003641,"zannolli, denni",,
1003646,"sibly, sylvan",,
1003647,"gritskov, whitman",Bronz,
1003661,"gladwell, faye",,
1003664,"huton, vinnie",,
1003669,"obeney, betta",Bronz,
1003670,"seear, rosalind",,
1003676,"bloxsom, heloise",,
1003678,"eustanch, kerby",,
1003683,"grocott, talya",,
1003684,"krysiak, torry",Bronz,
1003686,"gabitis, lock",,
1003687,"valenti, concettina",,
1003693,"sitch, abrahan",,
1003694,"ottosen, phebe",,
1003695,"peckham, kile",Bronz,
1003698,"phlippsen, tate",,
1003702,"gait, farrand",,
1003703,"oleksinski, lion",Bronz,
1003705,"poltun, hallie",,
1003710,"tappor, wilfrid",,
1003716,"castagne, tasia",,
1003721,"tortice, isadora",,
1003738,"duggon, todd",,
1003740,"gossling, ericha",,
1003741,"currom, courtney",Bronz,
1003742,"joynson, berti",Bronz,
1003748,"leinweber, denney",Bronz,
1003749,"vivian, quinta",,
1003752,"sommerlin, shina",,
1003754,"dedenham, leigha",Bronz,
1003760,"brasseur, bengt",,
1003764,"gorries, birgit",,
1003771,"wrathmell, sherline",Bronz,
1003775,"jerok, nomi",,
1003792,"threadgill, bobbie",,
1003800,"huckleby, allix",,
1003803,"wensley, dorothy",,
1003817,"chawkley, dex",,
1003828,"ghio, berkie",,
1003834,"proven, jacinthe",Bronz,
1003835,"malim, brand",Bronz,
1003836,"tripean, noami",Bronz,
1003849,"mawdsley, gustavo",,
1003852,"downgate, polly",,
1003860,"longfield, irwinn",,
1003863,"allcock, dore",,
1003878,"kurton, anna",,
1003879,"allder, carlin",,
1003887,"dunlap, randene",Bronz,
1003890,"petroselli, yolanda",,
1003892,"corradengo, micki",,
1003900,"wilden, cathe",,
1003901,"dearell, danyette",,
1003903,"de domenicis, xymenes",Bronz,
1003904,"yurkiewicz, calla",Bronz,
1003907,"blaisdell, orson",,
1003909,"kulicke, jenelle",,
1003911,"casswell, corilla",Bronz,
1003912,"aizikov, kingston",,
1003917,"beteriss, quintina",,
1003918,"decayette, devland",,
1003921,"swindle, amalia",,
1003928,"moodie, darrick",,
1003929,"iglesia, leanna",Bronz,
1003940,"finicj, see",,
1003944,"strippling, jasper",,
1003946,"dacre, neilla",,
1003947,"cackett, celle",,
1003951,"iannello, brian",Bronz,
1003954,"whitefoot, ricca",,
1003955,"sherington, colby",,
1003958,"grizard, hillyer",Bronz,
1003960,"sutherden, lettie",,
1003962,"miguel, reena",Bronz,
1003965,"booth, hastings",,
1003971,"biddleston, lorianna",,
1003975,"borthwick, madalyn",,
1003977,"mathie, morgan",,
1003978,"mateev, beniamino",Bronz,
1003981,"cape, rockwell",,
1003982,"moughtin, baillie",,
1003992,"skyram, maureen",,
1003996,"oxley, alford",Bronz,
1004000,"mcavin, herb",,
1004001,"simonds, cicely",,
1004017,"leidecker, gipsy",,
1004020,"lynam, alvie",,
1004021,"banishevitz, nappy",,
1004026,"otley, ogdan",,
1004027,"rowan, lark",,
1004028,"alejandri, rosene",,
1004030,"badsey, cathie",,
1004037,"bruno, elva",,
1004038,"droghan, kurt",,
1004042,"habbal, gilligan",,
1004047,"ready, kristel",,
1004052,"tewelson, archambault",,
1004054,"nunns, marijo",,
1004057,"stych, lorna",,
1004058,"voisey, griffie",Bronz,
1004062,"gunston, grace",Bronz,
1004071,"maslin, lindsey",,
1004076,"wiggam, kenn",,
1004082,"o'hannay, haroun",Bronz,
1004085,"duigenan, marven",Bronz,
1004099,"evins, riccardo",,
1004105,"elcoate, hubey",Bronz,
1004113,"lockhart, andrei",,
1004114,"matieu, penni",,
1004119,"loch, tyne",,
1004120,"stutt, toddie",,
1004121,"hawtrey, baldwin",,
1004124,"darwin, lynne",Bronz,
1004128,"ilem, addi",Bronz,
1004130,"mann, zebulen",Bronz,
1004134,"zettler, berri",Bronz,
1004140,"linthead, concordia",,
1004141,"doorey, chantal",,
1004142,"bonnefin, rhett",,
1004143,"mccarney, ginnie",,
1004144,"quantrill, lanny",Bronz,
1004148,"draijer, gale",,
1004154,"nuttall, chanda",,
1004156,"maestrini, vicky",,
1004157,"lepere, deloris",,
1004161,"popple, ginnie",,
1004164,"carman, scarface",,
1004169,"titcumb, kylynn",,
1004172,"hammor, marleah",Bronz,
1004178,"squire, andrew",,
1004183,"niccolls, arlen",,
1004186,"gard, jacquelyn",,
1004189,"tarpey, cyrillus",,
1004190,"causton, may",Bronz,
1004191,"beekman, shane",,
1004193,"paschek, elaina",,
1004201,"dobrovsky, arielle",Bronz,
1004205,"hollibone, sibilla",,
1004211,"gullefant, verene",,
1004220,"roblin, vincenz",Bronz,
1004221,"rudland, pennie",,
1004225,"gurton, kliment",,
1004228,"treweke, hilliary",Bronz,
1004233,"fulford, nalani",,
1004234,"callacher, betteann",,
1004237,"mangeot, max",,
1004238,"digby, gery",,
1004239,"o'dogherty, cynthea",Bronz,
1004241,"hughill, almeta",Bronz,
1004243,"stanbrooke, murray",,
1004246,"stolte, odetta",Bronz,
1004249,"frisby, gibb",Bronz,
1004257,"birkenhead, avrom",,
1004258,"l' anglois, zarla",,
1004259,"lamonby, prudy",,
1004260,"slaymaker, krispin",,
1004264,"bodocs, cordy",,
1004266,"cuzen, renae",,
1004277,"uvedale, lindon",,
1004278,"girt, muffin",Bronz,
1004279,"hames, clea",,
1004281,"garnsworth, gusty",,
1004285,"turrill, clarie",Bronz,
1004294,"purcer, odell",,
1004304,"o'cahill, eveline",Bronz,
1004305,"millins, pauli",,
1004307,"hearthfield, nanice",,
1004308,"tellett, shanon",,
1004315,"jaques, eartha",,
1004317,"petris, mirella",Bronz,
1004321,"mangon, shelba",,
1004323,"satterlee, siegfried",,
1004330,"edelmann, ashlie",Bronz,
1004346,"hutchinges, rutledge",Bronz,
1004347,"witling, dorothea",,
1004349,"birchenhead, barthel",Bronz,
1004351,"vollam, skylar",Bronz,
1004365,"deakan, shane",,
1004374,"dimont, alasteir",,
1004382,"cheeke, piper",Bronz,
1004383,"werrit, pearl",Bronz,
1004387,"cheshir, raine",,
1004390,"reinhardt, lydie",,
1004392,"valasek, roxie",,
1004393,"haldane, dehlia",,
1004404,"point, oralle",,
1004405,"macfie, kala",,
1004408,"asker, merola",,
1004419,"franek, dodie",,
1004429,"thorington, ricki",,
1004435,"chaffen, viola",,
1004444,"caldecott, putnem",,
1004449,"abbey, sam",,
1004451,"widd, paolo",,
1004453,"kerkham, joey",,
1004454,"yakubov, binnie",Bronz,
1004458,"warlock, silvain",,
1004461,"rowlands, conrad",,
1004467,"hadlow, fina",Bronz,
1004475,"smout, gail",Bronz,
1004496,"doniso, benoite",,
1004500,"jansky, madge",,
1004501,"lavery, boyd",,
1004503,"parlet, eadith",,
1004504,"glasscoo, marius",,
1004506,"clarae, emmie",Bronz,
1004507,"o'loughnan, janessa",,
1004511,"munks, worthy",,
1004514,"loines, maure",,
1004515,"beazleigh, conni",Bronz,
1004524,"ridulfo, vevay",,
1004530,"oldrey, roman",,
1004532,"vale, wylie",Bronz,
1004549,"chinnock, stan",Bronz,
1004551,"want, kingston",,
1004556,"pickerin, juan",,
1004564,"clawe, rosabel",,
1004568,"boag, meredeth",Bronz,
1004582,"grolle, amandie",,
1004583,"lathbury, chantalle",,
1004584,"pidduck, patrica",Bronz,
1004585,"keating, silvain",,
1004586,"chestney, jared",,
1004596,"cron, martha",,
1004597,"bulman, rickie",,
1004606,"murricanes, suzann",,
1004607,"jaslem, millicent",,
1004612,"o'fihily, reinald",,
1004617,"pestridge, maynard",,
1004619,"wandless, molli",,
1004624,"beeching, melisenda",Bronz,
1004627,"gostling, valaria",,
1004636,"culmer, munmro",,
1004639,"mithon, josefa",,
1004641,"wolffers, luther",Bronz,
1004642,"samter, briant",,
1004649,"thebeau, cindra",,
1004652,"staniford, aline",,
1004653,"rivaland, franklyn",Bronz,
1004661,"scally, ursola",,
1004673,"baigrie, candra",Bronz,
1004684,"merfin, lilian",,
1004686,"louys, den",,
1004693,"gaiter, rubetta",,
1004694,"lutton, ester",,
1004697,"arpur, jeannette",,
1004706,"ridgley, creigh",,
1004710,"willgoss, regine",,
1004711,"midner, wynne",,
1004718,"budden, haily",,
1004727,"arnao, mike",,
1004742,"buntain, jerome",,
1004744,"reditt, carolan",,
1004747,"sewall, nonah",,
1004750,"maybey, dinah",,
1004755,"illing, stanley",,
1004756,"mactimpany, aurel",,
1004758,"cowlard, yulma",Bronz,
1004768,"tedder, junia",,
1004774,"pogosian, hedwiga",,
1004778,"chattaway, callie",,
1004781,"eykel, jade",Bronz,
1004783,"lumbley, dareen",,
1004785,"swigger, teodor",,
1004787,"motto, davie",,
1004790,"morphey, eleen",Bronz,
1004791,"matkovic, farah",,
1004793,"list, margie",,
1004794,"letty, lyman",,
1004812,"linke, chrystel",,
1004814,"capaldi, pammy",,
1004815,"masseo, mirella",,
1004820,"ellor, malva",,
1004822,"cossey, adorne",,
1004823,"fishby, tonya",,
1004828,"lampkin, pammi",,
1004830,"miners, antoine",,
1004833,"farrell, jacqueline",,
1004836,"chalk, noel",Bronz,
1004837,"le maitre, alard",,
1004843,"martello, roobbie",Bronz,
1004844,"sokill, terri",,
1004855,"sutcliff, dehlia",,
1004860,"luke, sallee",,
1004866,"threadgill, nate",Bronz,
1004868,"mawford, gabi",,
1004883,"rodriguez, chloe",,
1004889,"brozek, filbert",,
1004892,"patinkin, kaine",Bronz,
1004894,"vanstone, reina",,
1004902,"goater, giulia",,
1004905,"stangroom, patience",,
1004907,"mighele, joey",,
1004911,"coulston, teddy",Bronz,
1004912,"mcreath, renae",,
1004913,"gregor, kirstin",,
1004924,"placido, gearalt",Bronz,
1004930,"concannon, toma",,
1004931,"brisker, raddie",,
1004936,"ducroe, seka",,
1004940,"cushelly, deanna",,
1004943,"paullin, dyane",,
1004945,"braithwait, danna",,
1004954,"fortnum, clarine",,
1004956,"valder, giuditta",,
1004963,"fedorchenko, arlan",Bronz,
1004965,"habbert, waverly",,
1004967,"sired, kingston",,
1004973,"broun, emmie",,
1004977,"gossage, wren",,
1004978,"doerrling, catarina",,
1004980,"ducker, caressa",,
1004983,"cammocke, morris",Bronz,
1004984,"leyburn, lyndel",,
1004985,"padula, demetra",Bronz,
1004995,"georgeau, amara",,
1004997,"o'rafferty, garrik",Bronz,
1004999,"sambals, desdemona",,
1005002,"bromilow, delia",,
1005009,"towl, joey",,
1005010,"henric, tracie",,
1005011,"ribchester, sarge",,
1005016,"grigsby, ludwig",,
1005019,"tschirschky, josy",,
1005021,"grinaugh, giuseppe",,
1005022,"halliburton, andee",,
1005032,"altofts, scott",,
1005034,"banner, darcie",,
1005035,"lindwasser, brander",,
1005038,"grossier, tobit",,
1005042,"dagwell, sande",,
1005043,"barnby, shelby",,
1005046,"goodlatt, betteanne",,
1005051,"warrilow, kermy",,
1005052,"rappa, jasmine",,
1005057,"jurges, annabel",Bronz,
1005060,"pedrielli, chucho",Bronz,
1005067,"myton, kellyann",Bronz,
1005069,"wulfinger, martica",,
1005072,"ratcliff, dallon",Bronz,
1005078,"stobart, allianora",,
1005079,"colbeck, shirl",Bronz,
1005082,"thomassin, gerard",,
1005085,"luther, ajay",,
1005086,"gebb, bette-ann",,
1005099,"houseley, torey",,
1005109,"petchey, gamaliel",Bronz,
1005113,"pitford, zsa zsa",,
1005120,"petrus, bridie",,
1005126,"gownge, lorettalorna",,
1005130,"merrisson, bent",Bronz,
1005131,"omrod, shaun",Bronz,
1005134,"moakson, durant",Bronz,
1005136,"crichten, hermon",Bronz,
1005137,"roake, brooke",,
1005141,"frango, cecile",,
1005147,"ison, sandie",,
1005149,"purle, cordey",,
1005157,"schout, corrie",,
1005168,"longhorne, kipp",,
1005170,"chasemoore, remy",,
1005171,"stoppe, cecil",,
1005172,"bagot, bernard",,
1005177,"gravenall, fredi",,
1005178,"cracie, aleece",,
1005179,"curling, brnaba",,
1005188,"pocknell, afton",,
1005191,"kennealy, clarey",,
1005193,"stillman, manuel",,
1005199,"stolte, jocko",,
1005206,"tither, cecilia",,
1005225,"lumby, townsend",Bronz,
1005229,"jolly, maria",,
1005231,"troubridge, ahmed",,
1005234,"commucci, tedi",,
1005235,"budgen, diane",,
1005237,"rookesby, edmon",Bronz,
1005240,"macanelley, kingsly",,
1005252,"pidgley, cherida",,
1005254,"friberg, mommy",Bronz,
1005262,"farraway, atlanta",Bronz,
1005266,"jonin, federica",,
1005268,"mcanalley, eleonore",,
1005272,"sleet, munroe",,
1005275,"raleston, gussie",,
1005280,"sporgeon, court",,
1005281,"roswarn, dorotea",,
1005285,"leftley, ella",,
1005296,"durbann, mair",Bronz,
1005300,"mcconnel, gwendolyn",Bronz,
1005302,"mcfade, florian",,
1005306,"negri, sonnie",,
1005318,"deknevet, hunfredo",,
1005322,"roche, rolland",,
1005329,"croser, munmro",,
1005334,"saynor, kiley",,
1005335,"pauncefort, alikee",,
1005339,"yurenev, annie",,
1005343,"mawman, elnora",,
1005346,"dollard, craggy",,
1005351,"sizland, deane",,
1005352,"impleton, maybelle",,
1005356,"tong, halsey",,
1005364,"mcrobert, mac",,
1005368,"kiezler, allison",Bronz,
1005372,"carvill, melisent",,
1005373,"oen, laurena",,
1005374,"fernanando, derick",,
1005378,"beetham, marcela",,
1005382,"gother, johan",,
1005386,"goch, pansy",,
1005387,"livingstone, sim",,
1005393,"pragnall, jehu",,
1005399,"sijmons, odetta",,
1005409,"torrese, pavia",,
1005410,"ferriday, base",,
1005412,"imos, rriocard",,
1005416,"wynne, minni",Bronz,
1005420,"tilberry, sidney",,
1005425,"macneill, leif",,
1005430,"lemmers, laurice",,
1005432,"kearn, jack",Bronz,
1005437,"valencia, albrecht",Bronz,
1005447,"senchenko, anderea",,
1005448,"weippert, woodman",,
1005449,"rann, daile",,
1005458,"yersin, cort",,
1005459,"de francesco, giraud",,
1005461,"brocklebank, randal",,
1005467,"larrat, tanhya",,
1005469,"crannach, reginald",Bronz,
1005473,"benzie, anson",,
1005476,"uzielli, ciro",,
1005478,"altamirano, jacqui",,
1005481,"loadman, orville",,
1005484,"gwinnel, cortie",Bronz,
1005487,"pomphrett, vladamir",Bronz,
1005489,"saura, stirling",,
1005494,"gleeson, genvieve",,
1005495,"persence, jaquenette",,
1005500,"bartozzi, margaretha",,
1005501,"ca, d'arcy",,
1005506,"macmoyer, charmine",,
1005512,"judkins, rriocard",,
1005513,"parysowna, waring",,
1005517,"leney, herculie",,
1005521,"nurse, kermit",Bronz,
1005522,"albion, mordecai",,
1005523,"happer, georas",Bronz,
1005526,"bolin, ernaline",,
1005527,"king, bette",,
1005530,"alderman, reece",,
1005538,"maymond, dianna",,
1005539,"alyonov, delia",,
1005542,"rakestraw, kaleb",,
1005548,"bruni, bartholomeo",Bronz,
1005552,"van der kruys, orin",Bronz,
1005553,"dils, jule",,
1005555,"mckinnell, wilton",Bronz,
1005556,"massel, pippy",,
1005557,"marriott, jay",Bronz,
1005561,"earie, eduardo",,
1005564,"caseley, gillie",,
1005575,"syncke, maury",,
1005585,"blondel, feliks",,
1005608,"pennington, quintus",Bronz,
1005617,"machan, melisande",,
1005618,"galloway, hannie",,
1005619,"treble, adriano",Bronz,
1005620,"lamputt, corby",,
1005623,"verrillo, guy",,
1005624,"barnard, merline",,
1005627,"cheyney, bryna",,
1005628,"chittenden, cal",,
1005634,"drysdall, becca",,
1005638,"benito, demott",Bronz,
1005639,"dany, christi",,
1005647,"strang, murial",,
1005652,"aarons, chic",,
1005653,"taplow, eli",Bronz,
1005654,"ortell, fayre",,
1005656,"yerson, jessalyn",,
1005659,"mowett, tybie",Bronz,
1005661,"mactague, felipe",,
1005664,"plaide, jesselyn",,
1005671,"woodworth, emalia",,
1005674,"gerardot, richie",,
1005680,"jones, gib",,
1005684,"flament, judye",Bronz,
1005685,"haws, opal",,
1005691,"laphorn, bette-ann",,
1005696,"maunton, midge",,
1005702,"liverseege, karly",,
1005705,"insoll, laughton",,
1005709,"gustus, lenci",,
1005711,"ripsher, tildi",,
1005712,"brisker, hailee",,
1005718,"meas, rici",,
1005726,"mckenna, riley",,
1005733,"klebes, virginie",,
1005734,"joost, gabriel",,
1005746,"bygrove, tyne",,
1005748,"orsi, culley",,
1005752,"kubicki, luciano",,
1005756,"lung, ilyse",,
1005759,"berford, jerry",,
1005763,"cato, cal",Bronz,
1005764,"ezele, natalya",,
1005774,"isacsson, jo-ann",Bronz,
1005777,"sumpter, barbie",Bronz,
1005791,"dryburgh, keefe",,
1005792,"crevagh, alasteir",,
1005796,"kleingrub, deni",,
1005798,"begg, silvester",,
1005810,"mcilhone, haily",Bronz,
1005811,"brew, bail",,
1005812,"kunzler, jillian",,
1005816,"kik, appolonia",,
1005818,"vasovic, ursula",,
1005820,"falconer, petronella",,
1005821,"stanning, jacinda",,
1005826,"brookzie, theo",,
1005830,"cloney, beatrisa",,
1005832,"swannick, marianne",,
1005836,"duhig, lanny",,
1005837,"duplain, abbe",,
1005841,"gisbey, bonny",,
1005842,"barkess, roze",Bronz,
1005843,"stove, lacey",,
1005844,"anstey, atalanta",Bronz,
1005848,"tuckie, kordula",,
1005851,"bingley, sebastien",,
1005854,"langsbury, felike",,
1005858,"carayol, jacklin",,
1005868,"greber, heywood",,
1005870,"kundt, celinda",Bronz,
1005871,"duffil, andrus",,
1005875,"brockington, husain",Bronz,
1005882,"pettiford, hedvige",,
1005884,"peggram, vincenz",,
1005893,"mechic, midge",,
1005896,"tiptaft, jennine",,
1005897,"fazakerley, debora",Bronz,
1005899,"bishell, matteo",Bronz,
1005907,"climo, florry",,
1005913,"costell, gerianne",Bronz,
1005927,"nibley, casandra",,
1005929,"mcgivena, dyanne",,
1005931,"borthram, lynnette",,
1005936,"figura, sari",,
1005940,"fontell, abbey",Bronz,
1005943,"boldra, bran",,
1005949,"willoughway, tommie",,
1005953,"dri, robbie",,
1005954,"comusso, gale",,
1005957,"thompson, ricky",,
1005958,"findlay, piper",,
1005960,"bodechon, isaiah",Bronz,
1005971,"evitts, dori",,
1005975,"dundendale, madella",,
1005977,"strettell, roldan",,
1005984,"burmingham, alia",,
1005989,"reynoldson, kore",Bronz,
1005990,"leftley, bianka",,
1005991,"domnick, sheelagh",,
1005994,"pevsner, farica",Bronz,
1005999,"audry, winslow",Bronz,
1006000,"inder, craig",,
1006002,"nicholson, george",,
1006003,"warrener, chevy",,
1006004,"macgowing, alessandra",,
1006005,"norkett, gretna",,
1006006,"roscamp, kalvin",,
1006007,"sime, otha",,
1006009,"hovert, clarie",,
1006010,"pleuman, damon",Bronz,
1006013,"mcnysche, clementia",,
1006022,"sotheron, brion",,
1006023,"matushenko, casandra",,
1006024,"dovington, beatrisa",,
1006026,"mcduffy, tawnya",,
1006028,"bleesing, kaylee",,
1006033,"gotcher, larry",,
1006038,"hagston, kati",,
1006040,"truelove, berri",,
1006041,"fenemore, felix",Bronz,
1006043,"borwick, damita",,
1006052,"schonfeld, tann",,
1006053,"dimitru, selma",Bronz,
1006054,"mountford, conrade",,
1006056,"jockle, cecilia",,
1006062,"pinks, sephira",Bronz,
1006063,"pleasance, cesare",,
1006068,"dulany, naoma",,
1006072,"extil, kalila",,
1006073,"anfonsi, halie",,
1006077,"klimkowski, daryl",,
1006083,"deere, ricki",Bronz,
1006086,"maybery, bobbee",Bronz,
1006092,"tesoe, alison",,
1006093,"bridgewood, korella",,
1006094,"klemke, cecilius",,
1006097,"tainton, zelig",Bronz,
1006103,"wycliff, shaylyn",Bronz,
1006104,"abramov, dex",,
1006109,"braisher, antonino",,
1006115,"fisbburne, benjie",Bronz,
1006121,"jurgen, addy",,
1006122,"ternott, farrel",,
1006126,"stannislawski, decca",,
1006128,"trump, thorvald",,
1006129,"gregori, javier",,
1006134,"eastope, alejandro",,
1006137,"bavister, reginauld",Bronz,
1006140,"ludron, alexander",,
1006141,"penrice, prissie",,
1006143,"weiner, royce",,
1006144,"dreossi, florentia",,
1006145,"kopje, man",,
1006161,"seabon, freddie",,
1006169,"tinwell, carmina",,
1006172,"bretton, ranna",,
1006176,"gow, suellen",,
1006185,"cockcroft, fionna",,
1006189,"barnish, paxton",,
1006196,"struis, alyosha",,
1006200,"meryett, collin",,
1006204,"thunderman, dominica",,
1006206,"forber, nealson",,
1006209,"heitz, nanon",,
1006212,"semper, kaia",,
1006214,"o'rudden, cornelle",,
1006218,"carlyle, nanette",,
1006224,"janks, berni",Bronz,
1006228,"wyllis, kearney",Bronz,
1006229,"hornig, coletta",,
1006231,"scarratt, angeline",,
1006232,"fresson, tyson",,
1006252,"abbotts, keelia",,
1006253,"webber, bekki",,
1006255,"moorwood, jaclyn",Bronz,
1006256,"mackain, astra",,
1006262,"jubert, isidro",,
1006264,"cathrall, madel",,
1006268,"trewin, amory",Bronz,
1006273,"dackombe, winn",,
1006279,"castanie, hurley",Bronz,
1006282,"shrigley, oralia",,
1006290,"acosta, krishnah",Bronz,
1006292,"roalfe, normand",,
1006301,"oliva, alverta",Bronz,
1006307,"cutten, sarena",,
1006320,"preskett, dyana",,
1006321,"cotta, darn",Bronz,
1006323,"patters, rodd",,
1006329,"rochelle, sayre",,
1006341,"pavis, suzanna",Bronz,
1006350,"vanin, blinnie",,
1006357,"lethbury, georgena",,
1006359,"lettington, keri",,
1006365,"stores, vic",Bronz,
1006366,"mcchruiter, eileen",Bronz,
1006370,"scase, clint",,
1006375,"gathercole, daveta",,
1006386,"erratt, shoshana",Bronz,
1006390,"doyland, lethia",,
1006411,"otton, barbey",,
1006416,"battisson, jim",,
1006419,"naptine, loydie",Bronz,
1006422,"firpo, chanda",Bronz,
1006429,"kinney, tristan",,
1006430,"joseph, ranice",,
1006438,"scotchbourouge, tiena",,
1006440,"wadeling, ophelie",Bronz,
1006449,"vaissiere, goraud",,
1006453,"mclarnon, risa",,
